short_description,header_image,categories,genres
"Niche - a genetics survival game is a turn-based strategy game combined with simulation and roguelike elements. Shape your own species of animals based on real genetics. Keep your species alive against all odds, such as predators, climate change and spreading sickness.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/440650/header.jpg?t=1750254505,"Single-player, Steam Achievements, Steam Trading Cards, Camera Comfort, Custom Volume Controls, Adjustable Difficulty, Playable without Timed Input, Save Anytime, Stereo Sound, Steam Cloud, Family Sharing","Indie, Simulation, Strategy"
"We are the world’s premier motorsports racing game. An iRacing membership provides entry into the newest form of motorsport: internet racing. Internet racing is a fun, easy, and inexpensive way for race fan and gamers alike to enjoy the thrill of the racetrack from the comfort of their home.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/266410/header.jpg?t=1775586194,"Single-player, Multi-player, MMO, PvP, Online PvP, VR Support, Partial Controller Support, Family Sharing","Massively Multiplayer, Racing, Simulation, Sports"
"Jack Nelson, a 24-year-old fire lookout, transferred to a new outpost. As he settled into his new home, he couldn't shake the feeling that something was off, little did he know what was transpiring down in Ironbark State Park.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/2506160/header.jpg?t=1761626826,"Single-player, Steam Achievements, Family Sharing","Adventure, Casual, Indie"
"Originally released by LucasArts in 1993 as a sequel to Ron Gilbert’s ground breaking Maniac Mansion, Day of the Tentacle is back in a remastered edition that features all new hand-drawn, high resolution artwork, with remastered audio, music and sound effects.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/388210/header.jpg?t=1731602439,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Commentary available, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",Adventure
"Death's Gambit: Afterlife is a challenging 2D action platformer with deep RPG elements. As an agent of Death bound to his service, unravel the mystery of Siradon and discover the true price of immortality.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/356650/header.jpg?t=1754951948,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Remote Play on TV, Family Sharing","Action, Adventure, Indie, RPG"
"Build your dream railroad across a huge open world! You can build tracks and stations, drive detailed locomotives, and transport goods to earn money and experience. Play exciting Online Multiplayer sessions with your friends or create your very own sandbox!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1696810/header.jpg?t=1754385377,"Single-player, Multi-player, Co-op, Online Co-op, Family Sharing","Indie, Simulation"
"Choose between different factions, with their own set of expendable soldiers, mechas, and weapons. Protect your brain, mine gold, and destroy the enemy cortex in his bunker complex!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/209670/header.jpg?t=1572320618,"Single-player, Multi-player, Shared/Split Screen, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Remote Play Together, Family Sharing","Action, Indie, Strategy"
"Xenonauts is a strategy game in which you control a multi-national military organisation defending a Cold War-era Earth from alien invasion, using small squads of persistent soldiers to eliminate the extraterrestrials and recover their technology in turn-based ground combat.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/223830/header.jpg?t=1673967760,"Single-player, Steam Trading Cards, Family Sharing","Indie, Simulation, Strategy"
"Ten years on from Worms™ Armageddon and the turn-based comic mayhem continues in Worms™ Reloaded, an all-new edition available for PC through Steam.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/22600/header.jpg?t=1596807362,"Single-player, Multi-player, PvP, Shared/Split Screen PvP, Steam Achievements, Partial Controller Support, Steam Cloud, Stats, Steam Leaderboards, Remote Play Together, Family Sharing",Strategy
"Orcs Must Die! Unchained takes the award-winning Orcs Must Die! action tower defense game to a whole new level with team-based gameplay! Bust skulls with your best pals in PvE co-op Survival, or put your teamwork to the real test in Sabotage Mode!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/427270/header.jpg?t=1623173206,"Single-player, Multi-player, Co-op, Steam Achievements, In-App Purchases, Partial Controller Support, Family Sharing","Action, Free To Play, Strategy"
"&quot;The ultimate depiction of the Three Kingdom. A heroic drama of a gathering of Legends. &quot;With this as the concept behind Romance of the Three Kingdoms 13, we have compiled an experience that will immerse you even deeper into the world of the Three Kingdoms, with &quot;human drama,&quot; seen through the interactions of the...",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/363150/header.jpg?t=1760589032,"Single-player, Steam Cloud, Family Sharing",Simulation
"Blameless is a mysterious first-person adventure with primary focus on puzzle solving and short story. The player will appear in a role of an architect trying to investigate strange happenings, after discovering evidence of an act of violence.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/530330/header.jpg?t=1567232080,"Single-player, Steam Achievements, Captions available, Steam Cloud","Adventure, Free To Play, Indie"
Fight the greatest battles in the STAR WARS universe any way you want to. The choice is yours.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1058020/header.jpg?t=1741728874,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Cloud, Family Sharing",Action
"In Anno 2205™, you join humankind‘s next step into the future with the promise to build a better tomorrow. You conquer Earth, establishing rich, bustling cities and grand industrial complexes, but to secure the prosperity of your people, you must travel into space.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/375910/header.jpg?t=1692034365,"Single-player, Steam Achievements, Steam Trading Cards","Simulation, Strategy"
"Take over the control of one of the mighty nations during the times of World War 2 in this persisting long-term strategy game. Conquer provinces, forge alliances and build up your economy in real-time. Research top secret weapons of World War 2 and become the one true superpower!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/672680/692332dc6ec975b27c7540316543db8d66b6f408/header.jpg?t=1745932955,"Multi-player, MMO, PvP, Online PvP, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Stats","Massively Multiplayer, Simulation, Strategy, Free To Play"
The unstoppable fluid enemy has returned and destroyed every world in its path! Defend against Creeper as it floods across the 3D terrain in this real time strategy game where the enemy is a fluid.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/848480/header.jpg?t=1688931316,"Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, Steam Achievements, Steam Cloud, Stats, Includes level editor, Family Sharing","Action, Casual, Indie, Simulation, Strategy"
"Amateur or experienced FPV pilot, learn or improve your skills on Uncrashed,the new ultra realistic FPV simulator. Simulate your own FPV drone with settings based on real values and you will have the same feeling as a real flight without the risk of breaking your drone !",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1682970/header.jpg?t=1775125881,"Single-player, Multi-player, PvP, Online PvP, Steam Workshop, Partial Controller Support, Steam Leaderboards, Includes level editor, Family Sharing","Action, Indie, Racing, Simulation, Sports"
"Aiko's Choice is the anticipated standalone expansion to the acclaimed stealth strategy game Shadow Tactics. Set in Edo Japan, you take control of the skillful kunoichi adept Aiko and her deadly assassin friends to hunt down the ghosts of her past.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1579380/header.jpg?t=1770912338,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing","Indie, Strategy"
"Create unique crosshairs for any game! Choose from many built-in crosshairs or download from the Steam Workshop, and create your own. User-friendly interface, anti-cheat compatible. Customize your gaming experience!",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1477830/header.jpg?t=1756228884,"Steam Achievements, Steam Workshop","Action, Education, Software Training, Utilities, Video Production"
The Ancient Gods – Part One is the first campaign expansion for the critically acclaimed DOOM Eternal.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1098292/header.jpg?t=1691692994,"Single-player, Steam Achievements, Steam Trading Cards, Partial Controller Support, Steam Cloud, Family Sharing",Action
"Serious Sam: Siberian Mayhem is a new stand-alone expansion to the world of the classic FPS series. Join the fight against Notorious Mental on a journey through the wild lands of Russia, and find your way through this lost chapter of Sam Stone's adventures.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1792250/header.jpg?t=1710764267,"Single-player, Multi-player, Co-op, Online Co-op, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing","Action, Adventure"
The STAR WARS™ Battlefront™ Ultimate Edition includes the STAR WARS™ Battlefront™ Deluxe Edition as well as the STAR WARS™ Battlefront™ Season Pass.,https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/1237980/header.jpg?t=1614940962,"Single-player, Multi-player, PvP, Online PvP, Steam Achievements, Full controller support, Steam Trading Cards","Action, Adventure, Strategy"
"Mega Man is back! The newest entry in this iconic series blends classic, challenging 2D platforming action with a fresh new visual style. The new Double Gear system boosts Mega Man's speed and power for a new twist to the satisfying gameplay the series is known for.",https://shared.akamai.steamstatic.com/store_item_assets/steam/apps/742300/header.jpg?t=1770613022,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",Action
